DisplayName,Types,Latitude,Longitude,Rating,UserRatingCount,FormattedAddress,WebsiteUri,InternationalPhoneNumber,PriceLevel,EditorialSummary,OpenNow,WeekdayDescriptions
Le Comptoir Général,"['restaurant', 'brunch_restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']",48.872424099999996,2.3649709,4.2,5802.0,"84 Quai de Jemmapes, 75010 Paris, France",http://www.lecomptoirgeneral.com/,+33 1 44 88 24 48,PRICE_LEVEL_MODERATE,"Serene choice with a rustic-chic vibe & a leafy terrace serving classic fish dishes, plus cocktails.",False,"['Monday: Closed', 'Tuesday: 6:00\u202fPM\u2009–\u20091:00\u202fAM', 'Wednesday: 6:00\u202fPM\u2009–\u20091:00\u202fAM', 'Thursday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 3:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u200911:00\u202fPM']"
Bistrot Victoires,"['cafe', 'french_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8655271,2.3403585,4.4,6122.0,"6 Rue de la Vrillière, 75001 Paris, France",http://www.paris-bistro.com/choisir/paris1/bistrot-des-victoires,+33 1 42 61 43 78,PRICE_LEVEL_INEXPENSIVE,"Duck confit, escargot & classic bistro fare in vintage, mirror-lined interiors or on a terrace.",True,"['Monday: 12:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u200911:00\u202fPM']"
Loulou,"['italian_restaurant', 'french_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.863055599999996,2.3333333,4.1,3365.0,"107 Rue de Rivoli, 75001 Paris, France",http://loulou-paris.com/,+33 1 42 60 41 96,PRICE_LEVEL_EXPENSIVE,Elegant restaurant within the Musée des Arts Décoratifs serving Italian & French cuisine.,False,"['Monday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Sunday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM']"
Point Éphémère,"['cultural_center', 'tourist_attraction', 'concert_hall', 'auditorium', 'bar', 'event_venue', 'point_of_interest', 'establishment']",48.8813836,2.3685579000000003,4.2,3880.0,"200 Quai de Valmy, 75010 Paris, France",https://pointephemere.org/,+33 9 50 63 40 07,,"Riverside arts center with an airy exhibition space, a multi-use concert hall & rehearsal studios.",True,"['Monday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Tuesday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u20091:00\u202fAM']"
Jungle Palace Restaurant - Ephemera,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",48.874801399999996,2.3566499999999997,4.8,15329.0,"12 Rue de la Fidélité, 75010 Paris, France",https://www.ephemera-group.com/jungle-palace-ephemera,,PRICE_LEVEL_MODERATE,,False,"['Monday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Saturday: 12:00\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Sunday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:30\u202fPM']"
Maslow 1er,"['vegetarian_restaurant', 'vegan_restaurant', 'brunch_restaurant', 'coffee_shop', 'cafe', 'breakfast_restaurant', 'meal_takeaway', 'catering_service', 'bar', 'food_store', 'store', 'food_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8581186,2.3443324999999997,4.9,11941.0,"14 Quai de la Mégisserie, 75001 Paris, France",https://maslow-restaurants.com/,,PRICE_LEVEL_MODERATE,,True,"['Monday: 12:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u200911:00\u202fPM', 'Sunday: 11:15\u202fAM\u2009–\u20099:00\u202fPM']"
Le Mazette,"['bar', 'restaurant', 'food', 'event_venue', 'point_of_interest', 'establishment']",48.8433165,2.3693185999999997,4.0,1282.0,"69 Port de la Rapée, 75012 Paris, France",https://www.instagram.com/lemazette/,+33 7 86 35 33 96,PRICE_LEVEL_MODERATE,"A menu of international dishes, craft beer & cocktails offered in a hip floating restaurant.",False,"['Monday: Closed', 'Tuesday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 5:00\u202fPM\u2009–\u20091:00\u202fAM', 'Thursday: 5:00\u202fPM\u2009–\u20091:00\u202fAM', 'Friday: 5:00\u202fPM\u2009–\u20096:00\u202fAM', 'Saturday: 5:00\u202fPM\u2009–\u20096:00\u202fAM', 'Sunday: Closed']"
Le Paname Art Café,"['restaurant', 'comedy_club', 'bar', 'food', 'performing_arts_theater', 'event_venue', 'point_of_interest', 'establishment']",48.868333299999996,2.37,4.5,4896.0,"14 Rue de la Fontaine au Roi, 75011 Paris, France",https://www.panameartcafe.com/,+33 1 48 06 31 27,PRICE_LEVEL_MODERATE,"Unique restaurant & comedy club serving seasonal French & Mediterranean fare, plus cocktails & wine.",True,"['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u20092:00\u202fAM']"
GRUPPOMIMO - Paris 2,"['italian_restaurant', 'pizza_restaurant', 'meal_takeaway', 'bar', 'meal_delivery', 'food_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.870732499999995,2.3426686,4.7,13836.0,"157 Rue Montmartre, 75002 Paris, France",https://www.gruppomimo.com/nos-restaurants,,PRICE_LEVEL_MODERATE,,True,"['Monday: 12:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u200911:30\u202fPM', 'Saturday: 12:00\u2009–\u200911:30\u202fPM', 'Sunday: 12:00\u2009–\u200911:00\u202fPM']"
Le Viaduc,"['french_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.847429999999996,2.3750510000000005,4.2,3156.0,"43 Av. Daumesnil, 75012 Paris, France",http://www.leviaducdaumesnil.com/,+33 1 44 74 70 70,PRICE_LEVEL_MODERATE,,True,"['Monday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u20092:00\u202fAM']"
Arkose Strasbourg Saint Denis,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.871970999999995,2.351498,4.5,639.0,"21 Rue d'Enghien, 75010 Paris, France",https://arkose.com/strasbourg-st-denis,+33 1 77 37 91 00,,,True,"['Monday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u200912:00\u202fAM']"
Au Bourguignon du Marais,"['french_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.855441299999995,2.3575828,4.6,3343.0,"52 Rue François Miron, 75004 Paris, France",http://aubourguignondumarais.fr/?utm_source=gmb,+33 1 48 87 15 40,PRICE_LEVEL_MODERATE,"Escargot, beef bourguignon & other traditional Burgundy cuisine in a polished restaurant.",True,"['Monday: 12:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u200911:30\u202fPM', 'Saturday: 12:00\u2009–\u200911:30\u202fPM', 'Sunday: 12:00\u2009–\u200911:00\u202fPM']"
Sevenly Heart,"['wine_bar', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']",48.861432799999996,2.35831,4.1,761.0,"55 Rue des Archives, 75003 Paris, France",http://sevenlyheart.shop/,+33 1 43 31 75 08,,,True,"['Monday: 9:30\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u200911:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u200911:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200911:30\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200911:00\u202fPM']"
Fellows - Restaurant Paris 10,"['restaurant', 'vegan_restaurant', 'fast_food_restaurant', 'vegetarian_restaurant', 'coffee_shop', 'cafe', 'meal_takeaway', 'bar', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",48.873831599999995,2.3551827999999997,4.8,4046.0,"84 Rue du Faubourg Saint-Denis, 75010 Paris, France",https://www.fellows-restaurants.com/,,,,False,"['Monday: 12:00\u2009–\u20093:00\u202fPM, 6:45\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 6:45\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 6:45\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 6:45\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 6:45\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u200911:00\u202fPM']"
Brasserie Rosie,"['coffee_shop', 'cafe', 'french_restaurant', 'bar', 'food_store', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8522001,2.3730884,4.7,6202.0,"53 Rue du Faubourg Saint-Antoine, 75011 Paris, France",https://brasseriesalamode.com/,+33 1 45 70 82 39,PRICE_LEVEL_MODERATE,"Hip locale with a vintage vibe serving traditional cuisine with a twist, plus cocktails.",False,"['Monday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM']"
Cédric Grolet,"['bakery', 'dessert_shop', 'confectionery', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",48.867852199999994,2.3332981999999998,3.4,7389.0,"35 Av. de l'Opéra, 75002 Paris, France",https://cedric-grolet.com/,+33 1 83 95 21 02,PRICE_LEVEL_VERY_EXPENSIVE,"High-concept cakes & pastries crafted in a chic, acclaimed bakery launched by Cedric Grolet.",True,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20096:00\u202fPM']"
Angelina,"['restaurant', 'coffee_shop', 'tea_house', 'bakery', 'cafe', 'food_store', 'french_restaurant', 'store', 'food', 'point_of_interest', 'establishment']",48.8650898,2.3284434,4.3,16559.0,"226 Rue de Rivoli, 75001 Paris, France",https://www.angelina-paris.fr/adresses/paris-rivoli,+33 1 42 60 82 00,PRICE_LEVEL_EXPENSIVE,Legendary 1903 tea room offering refined pastries & hot chocolate in a belle epoque-style setting.,True,"['Monday: 7:30\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20097:30\u202fPM']"
La Maison d'Isabelle,"['bakery', 'dessert_shop', 'confectionery', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",48.8498436,2.3482751,4.6,3849.0,"47ter Bd Saint-Germain, 75005 Paris, France",https://la-maison-disabelle.shop/,,PRICE_LEVEL_MODERATE,,True,"['Monday: Closed', 'Tuesday: 6:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u20096:00\u202fPM']"
Starbucks,"['cafe', 'sandwich_shop', 'brunch_restaurant', 'breakfast_restaurant', 'cafeteria', 'bakery', 'food_store', 'store', 'restaurant', 'wholesaler', 'food', 'point_of_interest', 'establishment']",48.8709,2.33378,4.0,5627.0,"3 Bd des Capucines, 75002 Paris, France",https://www.starbucks.fr/,+33 1 42 68 11 20,PRICE_LEVEL_MODERATE,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",True,"['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u200910:00\u202fPM']"
Boulangerie Utopie,"['bakery', 'dessert_shop', 'confectionery', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",48.8653767,2.3687571999999997,4.5,3716.0,"20 Rue Jean-Pierre Timbaud, 75011 Paris, France",https://boulangerieutopie.com/,+33 9 82 50 74 48,PRICE_LEVEL_MODERATE,"Cream eclairs, apple pastries & classic French loaves from a small, popular neighborhood bakery.",True,"['Monday: Closed', 'Tuesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20098:00\u202fPM']"
Carette,"['tea_house', 'bakery', 'dessert_shop', 'confectionery', 'food_store', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.856330199999995,2.3655660999999997,4.0,2631.0,"25 Pl. des Vosges, 75003 Paris, France",https://paris-carette.fr/,+33 1 48 87 94 07,PRICE_LEVEL_EXPENSIVE,,True,"['Monday: 7:30\u202fAM\u2009–\u200911:30\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u200911:30\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u200911:30\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u200911:30\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u200911:30\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u200911:30\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u200911:30\u202fPM']"
Mamiche,"['bakery', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",48.880088799999996,2.3435419,4.6,2101.0,"45 Rue Condorcet, 75009 Paris, France",http://www.mamiche.fr/,+33 1 53 21 03 68,PRICE_LEVEL_INEXPENSIVE,"Traditional bakery specializing in artisanal breads, cookies & pastries, plus coffee & sandwiches.",True,"['Monday: Closed', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']"
Stohrer,"['catering_service', 'food_delivery', 'bakery', 'dessert_shop', 'confectionery', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",48.8652644,2.3468149,4.4,3857.0,"51 Rue Montorgueil, 75002 Paris, France",https://stohrer.fr/,+33 1 42 33 38 20,PRICE_LEVEL_EXPENSIVE,Elegant pâtisserie offering embellished sweet & savory desserts & baked goods since 1730.,True,"['Monday: 8:00\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:30\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20098:00\u202fPM']"
BO&MIE,"['bakery', 'sandwich_shop', 'coffee_shop', 'fast_food_restaurant', 'tea_house', 'cafe', 'dessert_shop', 'confectionery', 'food_store', 'store', 'restaurant', 'wholesaler', 'food', 'point_of_interest', 'establishment']",48.8640778,2.3504509,4.5,7098.0,"18 R. de Turbigo, 75002 Paris, France",https://www.boetmie.com/,+33 9 80 53 79 53,PRICE_LEVEL_MODERATE,"House-baked sweet & savory pastries, breads & coffee in a relaxed, stylish cafe.",True,"['Monday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20098:00\u202fPM']"
La Pâtisserie du Meurice par Cedric Grolet,"['bakery', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",48.86566,2.3278399999999997,3.8,3048.0,"6 Rue de Castiglione, 75001 Paris, France",https://www.dorchestercollection.com/paris/le-meurice/dining/la-patisserie-du-meurice-par-cedric-grolet?utm_source=google&utm_medium=lmp_local_profile&utm_campaign=cedric_grolet&utm_content=paris_dining,+33 1 44 58 69 19,PRICE_LEVEL_VERY_EXPENSIVE,,True,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 12:00\u2009–\u20096:00\u202fPM', 'Thursday: 12:00\u2009–\u20096:00\u202fPM', 'Friday: 12:00\u2009–\u20096:00\u202fPM', 'Saturday: 12:00\u2009–\u20096:00\u202fPM', 'Sunday: 12:00\u2009–\u20096:00\u202fPM']"
Du Pain et des Idées,"['bakery', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",48.8712453,2.3628904,4.3,3824.0,"34 Rue Yves Toudic, 75010 Paris, France",http://dupainetdesidees.com/,+33 1 42 40 44 52,PRICE_LEVEL_EXPENSIVE,"Traditional French pastries & signature ""pain des amis"" bread in an 1875 shop with painted ceilings.",True,"['Monday: 7:00\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
BO&MIE Louvre-Rivoli,"['bakery', 'sandwich_shop', 'coffee_shop', 'fast_food_restaurant', 'tea_house', 'cafe', 'dessert_shop', 'confectionery', 'food_store', 'store', 'restaurant', 'wholesaler', 'food', 'point_of_interest', 'establishment']",48.8607103,2.3409906,4.5,9957.0,"91 Rue de Rivoli, 75001 Paris, France",https://www.boetmie.com/,+33 1 42 33 49 84,PRICE_LEVEL_MODERATE,"High-end, handcrafted breads & pastries offered in a bright bake shop with a mezzanine.",True,"['Monday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20098:00\u202fPM']"
Maison Louvard,"['bakery', 'food_store', 'french_restaurant', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.875723699999995,2.3406146,4.1,1528.0,"11 Rue de Châteaudun, 75009 Paris, France",https://maisonlouvard.fr/,+33 1 81 70 75 77,PRICE_LEVEL_MODERATE,,True,"['Monday: 7:00\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Sunday: Closed']"
Partisan Café Artisanal,"['coffee_shop', 'bakery', 'cafe', 'dessert_shop', 'confectionery', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",48.864681,2.353093,4.3,1499.0,"36 R. de Turbigo, 75003 Paris, France",https://www.partisancafeartisanal.com/,+33 6 08 25 88 32,PRICE_LEVEL_MODERATE,,True,"['Monday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20096:30\u202fPM']"
Mamiche,"['bakery', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",48.8706034,2.3597106,4.7,1404.0,"32 Rue du Château d'Eau, 75010 Paris, France",https://www.mamiche.fr/,+33 1 42 08 42 02,,,True,"['Monday: Closed', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']"
Carrefour Market,"['supermarket', 'market', 'bakery', 'grocery_store', 'home_goods_store', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",48.853564999999996,2.3371147,4.0,2027.0,"79 Rue de Seine, 75006 Paris, France",https://www.carrefour.fr/magasin/market-paris-seine,+33 1 43 25 65 03,,,True,"['Monday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 1:15\u2009–\u20099:00\u202fPM']"
BO&MIE - Saint Michel,"['bakery', 'sandwich_shop', 'coffee_shop', 'fast_food_restaurant', 'tea_house', 'cafe', 'dessert_shop', 'confectionery', 'food_store', 'store', 'restaurant', 'wholesaler', 'food', 'point_of_interest', 'establishment']",48.8524002,2.3439942,4.6,5215.0,"5 Bd Saint-Michel, 75005 Paris, France",https://www.boetmie.com/,+33 1 43 54 72 65,PRICE_LEVEL_MODERATE,,True,"['Monday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20098:00\u202fPM']"
